,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.8999999999999995,2018-8-2 11:31:50,95.0,49.0,0.0,0.0
1,4.8999999999999995,2018-8-2 11:31:50,70.0,62.0,-25.0,13.0
2,4.8999999999999995,2018-8-2 11:31:50,92.0,79.0,22.0,17.0
3,4.8999999999999995,2018-8-2 11:31:50,87.0,65.0,-5.0,-14.0
4,4.8999999999999995,2018-8-2 11:31:50,89.0,66.0,2.0,1.0
5,4.8999999999999995,2018-8-2 11:31:50,82.0,56.0,-7.0,-10.0
6,4.8999999999999995,2018-8-2 11:31:50,69.0,59.0,-13.0,3.0
7,4.8999999999999995,2018-8-2 11:31:50,74.0,83.0,5.0,24.0
8,4.8999999999999995,2018-8-2 11:31:50,79.0,89.0,5.0,6.0
9,4.8999999999999995,2018-8-2 11:31:50,78.0,69.0,-1.0,-20.0
10,4.8999999999999995,2018-8-2 11:31:50,88.0,79.0,10.0,10.0
11,4.8999999999999995,2018-8-2 11:31:50,73.0,81.0,-15.0,2.0
12,4.8999999999999995,2018-8-2 11:31:50,75.0,84.0,2.0,3.0
13,4.8999999999999995,2018-8-2 11:31:50,92.0,62.0,17.0,-22.0
14,4.8999999999999995,2018-8-2 11:31:50,70.0,89.0,-22.0,27.0
15,4.8999999999999995,2018-8-2 11:31:50,81.0,60.0,11.0,-29.0
16,4.8999999999999995,2018-8-2 11:31:50,75.0,55.0,-6.0,-5.0
17,4.8999999999999995,2018-8-2 11:31:50,95.0,73.0,20.0,18.0
18,4.8999999999999995,2018-8-2 11:31:50,74.0,50.0,-21.0,-23.0
19,4.8999999999999995,2018-8-2 11:31:50,75.0,52.0,1.0,2.0
