,point,date,opt1,opt2,diff_opt1,diff_opt2
0,7.799999999999989,2018-8-3 3:1:40,76.0,58.0,0.0,0.0
1,7.799999999999989,2018-8-3 3:1:40,80.0,78.0,4.0,20.0
2,7.799999999999989,2018-8-3 3:1:40,83.0,65.0,3.0,-13.0
3,7.799999999999989,2018-8-3 3:1:40,98.0,84.0,15.0,19.0
4,7.799999999999989,2018-8-3 3:1:40,97.0,54.0,-1.0,-30.0
5,7.799999999999989,2018-8-3 3:1:40,74.0,51.0,-23.0,-3.0
6,7.799999999999989,2018-8-3 3:1:40,78.0,81.0,4.0,30.0
7,7.799999999999989,2018-8-3 3:1:40,69.0,82.0,-9.0,1.0
8,7.799999999999989,2018-8-3 3:1:40,96.0,51.0,27.0,-31.0
9,7.799999999999989,2018-8-3 3:1:40,82.0,80.0,-14.0,29.0
10,7.799999999999989,2018-8-3 3:1:40,86.0,81.0,4.0,1.0
11,7.799999999999989,2018-8-3 3:1:40,81.0,72.0,-5.0,-9.0
12,7.799999999999989,2018-8-3 3:1:40,80.0,63.0,-1.0,-9.0
13,7.799999999999989,2018-8-3 3:1:40,70.0,88.0,-10.0,25.0
14,7.799999999999989,2018-8-3 3:1:40,90.0,84.0,20.0,-4.0
15,7.799999999999989,2018-8-3 3:1:40,69.0,73.0,-21.0,-11.0
16,7.799999999999989,2018-8-3 3:1:40,71.0,62.0,2.0,-11.0
17,7.799999999999989,2018-8-3 3:1:40,88.0,54.0,17.0,-8.0
18,7.799999999999989,2018-8-3 3:1:40,70.0,76.0,-18.0,22.0
19,7.799999999999989,2018-8-3 3:1:40,87.0,58.0,17.0,-18.0
