,point,date,opt1,opt2,diff_opt1,diff_opt2
0,6.999999999999992,2018-8-2 22:1:20,97.0,79.0,0.0,0.0
1,6.999999999999992,2018-8-2 22:1:20,74.0,76.0,-23.0,-3.0
2,6.999999999999992,2018-8-2 22:1:20,98.0,76.0,24.0,0.0
3,6.999999999999992,2018-8-2 22:1:20,97.0,56.0,-1.0,-20.0
4,6.999999999999992,2018-8-2 22:1:20,73.0,69.0,-24.0,13.0
5,6.999999999999992,2018-8-2 22:1:20,98.0,68.0,25.0,-1.0
6,6.999999999999992,2018-8-2 22:1:20,70.0,89.0,-28.0,21.0
7,6.999999999999992,2018-8-2 22:1:20,76.0,65.0,6.0,-24.0
8,6.999999999999992,2018-8-2 22:1:20,76.0,52.0,0.0,-13.0
9,6.999999999999992,2018-8-2 22:1:20,81.0,80.0,5.0,28.0
10,6.999999999999992,2018-8-2 22:1:20,99.0,81.0,18.0,1.0
11,6.999999999999992,2018-8-2 22:1:20,73.0,77.0,-26.0,-4.0
12,6.999999999999992,2018-8-2 22:1:20,95.0,55.0,22.0,-22.0
13,6.999999999999992,2018-8-2 22:1:20,95.0,73.0,0.0,18.0
14,6.999999999999992,2018-8-2 22:1:20,81.0,76.0,-14.0,3.0
15,6.999999999999992,2018-8-2 22:1:20,92.0,60.0,11.0,-16.0
16,6.999999999999992,2018-8-2 22:1:20,85.0,89.0,-7.0,29.0
17,6.999999999999992,2018-8-2 22:1:20,92.0,50.0,7.0,-39.0
18,6.999999999999992,2018-8-2 22:1:20,98.0,76.0,6.0,26.0
19,6.999999999999992,2018-8-2 22:1:20,73.0,86.0,-25.0,10.0
