,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.000000000000003,2018-8-2 7:1:20,94.0,88.0,0.0,0.0
1,4.000000000000003,2018-8-2 7:1:20,94.0,76.0,0.0,-12.0
2,4.000000000000003,2018-8-2 7:1:20,71.0,67.0,-23.0,-9.0
3,4.000000000000003,2018-8-2 7:1:20,80.0,68.0,9.0,1.0
4,4.000000000000003,2018-8-2 7:1:20,77.0,69.0,-3.0,1.0
5,4.000000000000003,2018-8-2 7:1:20,73.0,52.0,-4.0,-17.0
6,4.000000000000003,2018-8-2 7:1:20,75.0,80.0,2.0,28.0
7,4.000000000000003,2018-8-2 7:1:20,97.0,61.0,22.0,-19.0
8,4.000000000000003,2018-8-2 7:1:20,73.0,74.0,-24.0,13.0
9,4.000000000000003,2018-8-2 7:1:20,94.0,50.0,21.0,-24.0
10,4.000000000000003,2018-8-2 7:1:20,90.0,63.0,-4.0,13.0
11,4.000000000000003,2018-8-2 7:1:20,74.0,63.0,-16.0,0.0
12,4.000000000000003,2018-8-2 7:1:20,91.0,85.0,17.0,22.0
13,4.000000000000003,2018-8-2 7:1:20,94.0,74.0,3.0,-11.0
14,4.000000000000003,2018-8-2 7:1:20,87.0,69.0,-7.0,-5.0
15,4.000000000000003,2018-8-2 7:1:20,86.0,71.0,-1.0,2.0
16,4.000000000000003,2018-8-2 7:1:20,83.0,73.0,-3.0,2.0
17,4.000000000000003,2018-8-2 7:1:20,70.0,58.0,-13.0,-15.0
18,4.000000000000003,2018-8-2 7:1:20,76.0,89.0,6.0,31.0
19,4.000000000000003,2018-8-2 7:1:20,88.0,78.0,12.0,-11.0
