,point,date,opt1,opt2,diff_opt1,diff_opt2
0,5.399999999999998,2018-8-2 14:1:40,81.0,69.0,0.0,0.0
1,5.399999999999998,2018-8-2 14:1:40,85.0,76.0,4.0,7.0
2,5.399999999999998,2018-8-2 14:1:40,78.0,71.0,-7.0,-5.0
3,5.399999999999998,2018-8-2 14:1:40,74.0,77.0,-4.0,6.0
4,5.399999999999998,2018-8-2 14:1:40,97.0,70.0,23.0,-7.0
5,5.399999999999998,2018-8-2 14:1:40,70.0,55.0,-27.0,-15.0
6,5.399999999999998,2018-8-2 14:1:40,93.0,52.0,23.0,-3.0
7,5.399999999999998,2018-8-2 14:1:40,74.0,83.0,-19.0,31.0
8,5.399999999999998,2018-8-2 14:1:40,91.0,67.0,17.0,-16.0
9,5.399999999999998,2018-8-2 14:1:40,88.0,82.0,-3.0,15.0
10,5.399999999999998,2018-8-2 14:1:40,94.0,89.0,6.0,7.0
11,5.399999999999998,2018-8-2 14:1:40,86.0,67.0,-8.0,-22.0
12,5.399999999999998,2018-8-2 14:1:40,89.0,75.0,3.0,8.0
13,5.399999999999998,2018-8-2 14:1:40,72.0,50.0,-17.0,-25.0
14,5.399999999999998,2018-8-2 14:1:40,71.0,69.0,-1.0,19.0
15,5.399999999999998,2018-8-2 14:1:40,82.0,82.0,11.0,13.0
16,5.399999999999998,2018-8-2 14:1:40,69.0,73.0,-13.0,-9.0
17,5.399999999999998,2018-8-2 14:1:40,85.0,77.0,16.0,4.0
18,5.399999999999998,2018-8-2 14:1:40,89.0,80.0,4.0,3.0
19,5.399999999999998,2018-8-2 14:1:40,69.0,89.0,-20.0,9.0
