,point,date,opt1,opt2,diff_opt1,diff_opt2
0,2.5000000000000013,2018-8-1 22:31:50,95.0,71.0,0.0,0.0
1,2.5000000000000013,2018-8-1 22:31:50,97.0,88.0,2.0,17.0
2,2.5000000000000013,2018-8-1 22:31:50,79.0,81.0,-18.0,-7.0
3,2.5000000000000013,2018-8-1 22:31:50,86.0,74.0,7.0,-7.0
4,2.5000000000000013,2018-8-1 22:31:50,72.0,88.0,-14.0,14.0
5,2.5000000000000013,2018-8-1 22:31:50,71.0,61.0,-1.0,-27.0
6,2.5000000000000013,2018-8-1 22:31:50,83.0,80.0,12.0,19.0
7,2.5000000000000013,2018-8-1 22:31:50,80.0,79.0,-3.0,-1.0
8,2.5000000000000013,2018-8-1 22:31:50,83.0,88.0,3.0,9.0
9,2.5000000000000013,2018-8-1 22:31:50,84.0,74.0,1.0,-14.0
10,2.5000000000000013,2018-8-1 22:31:50,92.0,72.0,8.0,-2.0
11,2.5000000000000013,2018-8-1 22:31:50,84.0,85.0,-8.0,13.0
12,2.5000000000000013,2018-8-1 22:31:50,85.0,67.0,1.0,-18.0
13,2.5000000000000013,2018-8-1 22:31:50,73.0,83.0,-12.0,16.0
14,2.5000000000000013,2018-8-1 22:31:50,70.0,85.0,-3.0,2.0
15,2.5000000000000013,2018-8-1 22:31:50,77.0,84.0,7.0,-1.0
16,2.5000000000000013,2018-8-1 22:31:50,94.0,64.0,17.0,-20.0
17,2.5000000000000013,2018-8-1 22:31:50,83.0,61.0,-11.0,-3.0
18,2.5000000000000013,2018-8-1 22:31:50,81.0,54.0,-2.0,-7.0
19,2.5000000000000013,2018-8-1 22:31:50,71.0,83.0,-10.0,29.0
