,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.7,2018-8-2 10:31:30,72.0,79.0,0.0,0.0
1,4.7,2018-8-2 10:31:30,79.0,68.0,7.0,-11.0
2,4.7,2018-8-2 10:31:30,73.0,77.0,-6.0,9.0
3,4.7,2018-8-2 10:31:30,71.0,56.0,-2.0,-21.0
4,4.7,2018-8-2 10:31:30,92.0,57.0,21.0,1.0
5,4.7,2018-8-2 10:31:30,90.0,66.0,-2.0,9.0
6,4.7,2018-8-2 10:31:30,82.0,78.0,-8.0,12.0
7,4.7,2018-8-2 10:31:30,77.0,53.0,-5.0,-25.0
8,4.7,2018-8-2 10:31:30,76.0,82.0,-1.0,29.0
9,4.7,2018-8-2 10:31:30,83.0,64.0,7.0,-18.0
10,4.7,2018-8-2 10:31:30,84.0,71.0,1.0,7.0
11,4.7,2018-8-2 10:31:30,69.0,84.0,-15.0,13.0
12,4.7,2018-8-2 10:31:30,98.0,67.0,29.0,-17.0
13,4.7,2018-8-2 10:31:30,84.0,57.0,-14.0,-10.0
14,4.7,2018-8-2 10:31:30,79.0,85.0,-5.0,28.0
15,4.7,2018-8-2 10:31:30,79.0,52.0,0.0,-33.0
16,4.7,2018-8-2 10:31:30,76.0,79.0,-3.0,27.0
17,4.7,2018-8-2 10:31:30,84.0,61.0,8.0,-18.0
18,4.7,2018-8-2 10:31:30,77.0,84.0,-7.0,23.0
19,4.7,2018-8-2 10:31:30,77.0,86.0,0.0,2.0
