,point,date,opt1,opt2,diff_opt1,diff_opt2
0,5.499999999999997,2018-8-2 14:31:50,75.0,88.0,0.0,0.0
1,5.499999999999997,2018-8-2 14:31:50,71.0,72.0,-4.0,-16.0
2,5.499999999999997,2018-8-2 14:31:50,92.0,62.0,21.0,-10.0
3,5.499999999999997,2018-8-2 14:31:50,72.0,50.0,-20.0,-12.0
4,5.499999999999997,2018-8-2 14:31:50,73.0,77.0,1.0,27.0
5,5.499999999999997,2018-8-2 14:31:50,83.0,62.0,10.0,-15.0
6,5.499999999999997,2018-8-2 14:31:50,87.0,79.0,4.0,17.0
7,5.499999999999997,2018-8-2 14:31:50,74.0,77.0,-13.0,-2.0
8,5.499999999999997,2018-8-2 14:31:50,85.0,74.0,11.0,-3.0
9,5.499999999999997,2018-8-2 14:31:50,96.0,55.0,11.0,-19.0
10,5.499999999999997,2018-8-2 14:31:50,87.0,69.0,-9.0,14.0
11,5.499999999999997,2018-8-2 14:31:50,81.0,53.0,-6.0,-16.0
12,5.499999999999997,2018-8-2 14:31:50,82.0,53.0,1.0,0.0
13,5.499999999999997,2018-8-2 14:31:50,96.0,87.0,14.0,34.0
14,5.499999999999997,2018-8-2 14:31:50,79.0,80.0,-17.0,-7.0
15,5.499999999999997,2018-8-2 14:31:50,88.0,79.0,9.0,-1.0
16,5.499999999999997,2018-8-2 14:31:50,80.0,53.0,-8.0,-26.0
17,5.499999999999997,2018-8-2 14:31:50,90.0,83.0,10.0,30.0
18,5.499999999999997,2018-8-2 14:31:50,69.0,60.0,-21.0,-23.0
19,5.499999999999997,2018-8-2 14:31:50,70.0,56.0,1.0,-4.0
