,point,date,opt1,opt2,diff_opt1,diff_opt2
0,2.9000000000000017,2018-8-2 1:31:30,87.0,72.0,0.0,0.0
1,2.9000000000000017,2018-8-2 1:31:30,72.0,52.0,-15.0,-20.0
2,2.9000000000000017,2018-8-2 1:31:30,79.0,80.0,7.0,28.0
3,2.9000000000000017,2018-8-2 1:31:30,79.0,84.0,0.0,4.0
4,2.9000000000000017,2018-8-2 1:31:30,94.0,79.0,15.0,-5.0
5,2.9000000000000017,2018-8-2 1:31:30,94.0,88.0,0.0,9.0
6,2.9000000000000017,2018-8-2 1:31:30,90.0,54.0,-4.0,-34.0
7,2.9000000000000017,2018-8-2 1:31:30,72.0,50.0,-18.0,-4.0
8,2.9000000000000017,2018-8-2 1:31:30,83.0,84.0,11.0,34.0
9,2.9000000000000017,2018-8-2 1:31:30,82.0,68.0,-1.0,-16.0
10,2.9000000000000017,2018-8-2 1:31:30,93.0,86.0,11.0,18.0
11,2.9000000000000017,2018-8-2 1:31:30,93.0,57.0,0.0,-29.0
12,2.9000000000000017,2018-8-2 1:31:30,86.0,51.0,-7.0,-6.0
13,2.9000000000000017,2018-8-2 1:31:30,95.0,76.0,9.0,25.0
14,2.9000000000000017,2018-8-2 1:31:30,93.0,58.0,-2.0,-18.0
15,2.9000000000000017,2018-8-2 1:31:30,87.0,65.0,-6.0,7.0
16,2.9000000000000017,2018-8-2 1:31:30,84.0,73.0,-3.0,8.0
17,2.9000000000000017,2018-8-2 1:31:30,90.0,58.0,6.0,-15.0
18,2.9000000000000017,2018-8-2 1:31:30,80.0,58.0,-10.0,0.0
19,2.9000000000000017,2018-8-2 1:31:30,87.0,84.0,7.0,26.0
