,point,date,opt1,opt2,diff_opt1,diff_opt2
0,8.099999999999989,2018-8-3 4:31:10,71.0,53.0,0.0,0.0
1,8.099999999999989,2018-8-3 4:31:10,81.0,81.0,10.0,28.0
2,8.099999999999989,2018-8-3 4:31:10,96.0,60.0,15.0,-21.0
3,8.099999999999989,2018-8-3 4:31:10,88.0,62.0,-8.0,2.0
4,8.099999999999989,2018-8-3 4:31:10,77.0,67.0,-11.0,5.0
5,8.099999999999989,2018-8-3 4:31:10,82.0,58.0,5.0,-9.0
6,8.099999999999989,2018-8-3 4:31:10,75.0,75.0,-7.0,17.0
7,8.099999999999989,2018-8-3 4:31:10,88.0,70.0,13.0,-5.0
8,8.099999999999989,2018-8-3 4:31:10,75.0,87.0,-13.0,17.0
9,8.099999999999989,2018-8-3 4:31:10,72.0,58.0,-3.0,-29.0
10,8.099999999999989,2018-8-3 4:31:10,77.0,67.0,5.0,9.0
11,8.099999999999989,2018-8-3 4:31:10,77.0,52.0,0.0,-15.0
12,8.099999999999989,2018-8-3 4:31:10,89.0,86.0,12.0,34.0
13,8.099999999999989,2018-8-3 4:31:10,89.0,83.0,0.0,-3.0
14,8.099999999999989,2018-8-3 4:31:10,79.0,81.0,-10.0,-2.0
15,8.099999999999989,2018-8-3 4:31:10,70.0,77.0,-9.0,-4.0
16,8.099999999999989,2018-8-3 4:31:10,73.0,62.0,3.0,-15.0
17,8.099999999999989,2018-8-3 4:31:10,82.0,83.0,9.0,21.0
18,8.099999999999989,2018-8-3 4:31:10,91.0,77.0,9.0,-6.0
19,8.099999999999989,2018-8-3 4:31:10,83.0,65.0,-8.0,-12.0
