,point,date,opt1,opt2,diff_opt1,diff_opt2
0,5.099999999999999,2018-8-2 12:31:10,69.0,51.0,0.0,0.0
1,5.099999999999999,2018-8-2 12:31:10,97.0,87.0,28.0,36.0
2,5.099999999999999,2018-8-2 12:31:10,74.0,84.0,-23.0,-3.0
3,5.099999999999999,2018-8-2 12:31:10,92.0,84.0,18.0,0.0
4,5.099999999999999,2018-8-2 12:31:10,75.0,83.0,-17.0,-1.0
5,5.099999999999999,2018-8-2 12:31:10,93.0,77.0,18.0,-6.0
6,5.099999999999999,2018-8-2 12:31:10,69.0,85.0,-24.0,8.0
7,5.099999999999999,2018-8-2 12:31:10,77.0,78.0,8.0,-7.0
8,5.099999999999999,2018-8-2 12:31:10,72.0,67.0,-5.0,-11.0
9,5.099999999999999,2018-8-2 12:31:10,78.0,56.0,6.0,-11.0
10,5.099999999999999,2018-8-2 12:31:10,98.0,58.0,20.0,2.0
11,5.099999999999999,2018-8-2 12:31:10,73.0,65.0,-25.0,7.0
12,5.099999999999999,2018-8-2 12:31:10,98.0,58.0,25.0,-7.0
13,5.099999999999999,2018-8-2 12:31:10,98.0,88.0,0.0,30.0
14,5.099999999999999,2018-8-2 12:31:10,80.0,64.0,-18.0,-24.0
15,5.099999999999999,2018-8-2 12:31:10,70.0,60.0,-10.0,-4.0
16,5.099999999999999,2018-8-2 12:31:10,93.0,50.0,23.0,-10.0
17,5.099999999999999,2018-8-2 12:31:10,95.0,62.0,2.0,12.0
18,5.099999999999999,2018-8-2 12:31:10,92.0,50.0,-3.0,-12.0
19,5.099999999999999,2018-8-2 12:31:10,81.0,57.0,-11.0,7.0
