,point,date,opt1,opt2,diff_opt1,diff_opt2
0,3.400000000000002,2018-8-2 4:1:20,69.0,59.0,0.0,0.0
1,3.400000000000002,2018-8-2 4:1:20,94.0,81.0,25.0,22.0
2,3.400000000000002,2018-8-2 4:1:20,89.0,70.0,-5.0,-11.0
3,3.400000000000002,2018-8-2 4:1:20,88.0,78.0,-1.0,8.0
4,3.400000000000002,2018-8-2 4:1:20,91.0,82.0,3.0,4.0
5,3.400000000000002,2018-8-2 4:1:20,89.0,79.0,-2.0,-3.0
6,3.400000000000002,2018-8-2 4:1:20,71.0,88.0,-18.0,9.0
7,3.400000000000002,2018-8-2 4:1:20,72.0,65.0,1.0,-23.0
8,3.400000000000002,2018-8-2 4:1:20,82.0,82.0,10.0,17.0
9,3.400000000000002,2018-8-2 4:1:20,81.0,51.0,-1.0,-31.0
10,3.400000000000002,2018-8-2 4:1:20,90.0,77.0,9.0,26.0
11,3.400000000000002,2018-8-2 4:1:20,92.0,82.0,2.0,5.0
12,3.400000000000002,2018-8-2 4:1:20,74.0,86.0,-18.0,4.0
13,3.400000000000002,2018-8-2 4:1:20,78.0,60.0,4.0,-26.0
14,3.400000000000002,2018-8-2 4:1:20,99.0,60.0,21.0,0.0
15,3.400000000000002,2018-8-2 4:1:20,69.0,60.0,-30.0,0.0
16,3.400000000000002,2018-8-2 4:1:20,71.0,77.0,2.0,17.0
17,3.400000000000002,2018-8-2 4:1:20,72.0,82.0,1.0,5.0
18,3.400000000000002,2018-8-2 4:1:20,88.0,66.0,16.0,-16.0
19,3.400000000000002,2018-8-2 4:1:20,80.0,87.0,-8.0,21.0
