,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.6000000000000005,2018-8-2 10:1:20,85.0,67.0,0.0,0.0
1,4.6000000000000005,2018-8-2 10:1:20,99.0,76.0,14.0,9.0
2,4.6000000000000005,2018-8-2 10:1:20,94.0,88.0,-5.0,12.0
3,4.6000000000000005,2018-8-2 10:1:20,77.0,53.0,-17.0,-35.0
4,4.6000000000000005,2018-8-2 10:1:20,96.0,76.0,19.0,23.0
5,4.6000000000000005,2018-8-2 10:1:20,98.0,78.0,2.0,2.0
6,4.6000000000000005,2018-8-2 10:1:20,94.0,64.0,-4.0,-14.0
7,4.6000000000000005,2018-8-2 10:1:20,89.0,85.0,-5.0,21.0
8,4.6000000000000005,2018-8-2 10:1:20,97.0,57.0,8.0,-28.0
9,4.6000000000000005,2018-8-2 10:1:20,86.0,58.0,-11.0,1.0
10,4.6000000000000005,2018-8-2 10:1:20,71.0,71.0,-15.0,13.0
11,4.6000000000000005,2018-8-2 10:1:20,80.0,77.0,9.0,6.0
12,4.6000000000000005,2018-8-2 10:1:20,86.0,60.0,6.0,-17.0
13,4.6000000000000005,2018-8-2 10:1:20,74.0,72.0,-12.0,12.0
14,4.6000000000000005,2018-8-2 10:1:20,79.0,86.0,5.0,14.0
15,4.6000000000000005,2018-8-2 10:1:20,82.0,85.0,3.0,-1.0
16,4.6000000000000005,2018-8-2 10:1:20,90.0,60.0,8.0,-25.0
17,4.6000000000000005,2018-8-2 10:1:20,91.0,79.0,1.0,19.0
18,4.6000000000000005,2018-8-2 10:1:20,72.0,69.0,-19.0,-10.0
19,4.6000000000000005,2018-8-2 10:1:20,73.0,57.0,1.0,-12.0
