,point,date,opt1,opt2,diff_opt1,diff_opt2
0,1.3000000000000003,2018-8-1 16:31:50,69.0,56.0,0.0,0.0
1,1.3000000000000003,2018-8-1 16:31:50,91.0,70.0,22.0,14.0
2,1.3000000000000003,2018-8-1 16:31:50,69.0,62.0,-22.0,-8.0
3,1.3000000000000003,2018-8-1 16:31:50,92.0,80.0,23.0,18.0
4,1.3000000000000003,2018-8-1 16:31:50,88.0,52.0,-4.0,-28.0
5,1.3000000000000003,2018-8-1 16:31:50,96.0,63.0,8.0,11.0
6,1.3000000000000003,2018-8-1 16:31:50,87.0,76.0,-9.0,13.0
7,1.3000000000000003,2018-8-1 16:31:50,79.0,63.0,-8.0,-13.0
8,1.3000000000000003,2018-8-1 16:31:50,98.0,56.0,19.0,-7.0
9,1.3000000000000003,2018-8-1 16:31:50,98.0,69.0,0.0,13.0
10,1.3000000000000003,2018-8-1 16:31:50,78.0,73.0,-20.0,4.0
11,1.3000000000000003,2018-8-1 16:31:50,69.0,83.0,-9.0,10.0
12,1.3000000000000003,2018-8-1 16:31:50,88.0,71.0,19.0,-12.0
13,1.3000000000000003,2018-8-1 16:31:50,74.0,88.0,-14.0,17.0
14,1.3000000000000003,2018-8-1 16:31:50,83.0,82.0,9.0,-6.0
15,1.3000000000000003,2018-8-1 16:31:50,90.0,77.0,7.0,-5.0
16,1.3000000000000003,2018-8-1 16:31:50,70.0,83.0,-20.0,6.0
17,1.3000000000000003,2018-8-1 16:31:50,80.0,79.0,10.0,-4.0
18,1.3000000000000003,2018-8-1 16:31:50,96.0,60.0,16.0,-19.0
19,1.3000000000000003,2018-8-1 16:31:50,98.0,86.0,2.0,26.0
