,point,date,opt1,opt2,diff_opt1,diff_opt2
0,3.100000000000002,2018-8-2 2:31:50,74.0,53.0,0.0,0.0
1,3.100000000000002,2018-8-2 2:31:50,77.0,65.0,3.0,12.0
2,3.100000000000002,2018-8-2 2:31:50,74.0,76.0,-3.0,11.0
3,3.100000000000002,2018-8-2 2:31:50,86.0,83.0,12.0,7.0
4,3.100000000000002,2018-8-2 2:31:50,80.0,77.0,-6.0,-6.0
5,3.100000000000002,2018-8-2 2:31:50,72.0,69.0,-8.0,-8.0
6,3.100000000000002,2018-8-2 2:31:50,89.0,63.0,17.0,-6.0
7,3.100000000000002,2018-8-2 2:31:50,89.0,67.0,0.0,4.0
8,3.100000000000002,2018-8-2 2:31:50,81.0,49.0,-8.0,-18.0
9,3.100000000000002,2018-8-2 2:31:50,93.0,73.0,12.0,24.0
10,3.100000000000002,2018-8-2 2:31:50,95.0,75.0,2.0,2.0
11,3.100000000000002,2018-8-2 2:31:50,72.0,51.0,-23.0,-24.0
12,3.100000000000002,2018-8-2 2:31:50,71.0,80.0,-1.0,29.0
13,3.100000000000002,2018-8-2 2:31:50,81.0,87.0,10.0,7.0
14,3.100000000000002,2018-8-2 2:31:50,92.0,77.0,11.0,-10.0
15,3.100000000000002,2018-8-2 2:31:50,76.0,85.0,-16.0,8.0
16,3.100000000000002,2018-8-2 2:31:50,90.0,83.0,14.0,-2.0
17,3.100000000000002,2018-8-2 2:31:50,80.0,77.0,-10.0,-6.0
18,3.100000000000002,2018-8-2 2:31:50,88.0,71.0,8.0,-6.0
19,3.100000000000002,2018-8-2 2:31:50,69.0,50.0,-19.0,-21.0
