,point,date,opt1,opt2,diff_opt1,diff_opt2
0,1.5000000000000004,2018-8-1 17:31:10,88.0,87.0,0.0,0.0
1,1.5000000000000004,2018-8-1 17:31:10,73.0,56.0,-15.0,-31.0
2,1.5000000000000004,2018-8-1 17:31:10,83.0,55.0,10.0,-1.0
3,1.5000000000000004,2018-8-1 17:31:10,80.0,64.0,-3.0,9.0
4,1.5000000000000004,2018-8-1 17:31:10,92.0,55.0,12.0,-9.0
5,1.5000000000000004,2018-8-1 17:31:10,91.0,70.0,-1.0,15.0
6,1.5000000000000004,2018-8-1 17:31:10,78.0,49.0,-13.0,-21.0
7,1.5000000000000004,2018-8-1 17:31:10,81.0,54.0,3.0,5.0
8,1.5000000000000004,2018-8-1 17:31:10,93.0,57.0,12.0,3.0
9,1.5000000000000004,2018-8-1 17:31:10,93.0,79.0,0.0,22.0
10,1.5000000000000004,2018-8-1 17:31:10,88.0,59.0,-5.0,-20.0
11,1.5000000000000004,2018-8-1 17:31:10,89.0,80.0,1.0,21.0
12,1.5000000000000004,2018-8-1 17:31:10,74.0,52.0,-15.0,-28.0
13,1.5000000000000004,2018-8-1 17:31:10,87.0,49.0,13.0,-3.0
14,1.5000000000000004,2018-8-1 17:31:10,82.0,68.0,-5.0,19.0
15,1.5000000000000004,2018-8-1 17:31:10,69.0,53.0,-13.0,-15.0
16,1.5000000000000004,2018-8-1 17:31:10,77.0,74.0,8.0,21.0
17,1.5000000000000004,2018-8-1 17:31:10,76.0,53.0,-1.0,-21.0
18,1.5000000000000004,2018-8-1 17:31:10,87.0,68.0,11.0,15.0
19,1.5000000000000004,2018-8-1 17:31:10,74.0,69.0,-13.0,1.0
