,point,date,opt1,opt2,diff_opt1,diff_opt2
0,7.299999999999991,2018-8-2 23:31:50,76.0,56.0,0.0,0.0
1,7.299999999999991,2018-8-2 23:31:50,83.0,82.0,7.0,26.0
2,7.299999999999991,2018-8-2 23:31:50,93.0,74.0,10.0,-8.0
3,7.299999999999991,2018-8-2 23:31:50,91.0,80.0,-2.0,6.0
4,7.299999999999991,2018-8-2 23:31:50,82.0,85.0,-9.0,5.0
5,7.299999999999991,2018-8-2 23:31:50,93.0,85.0,11.0,0.0
6,7.299999999999991,2018-8-2 23:31:50,88.0,76.0,-5.0,-9.0
7,7.299999999999991,2018-8-2 23:31:50,75.0,61.0,-13.0,-15.0
8,7.299999999999991,2018-8-2 23:31:50,81.0,69.0,6.0,8.0
9,7.299999999999991,2018-8-2 23:31:50,76.0,49.0,-5.0,-20.0
10,7.299999999999991,2018-8-2 23:31:50,94.0,66.0,18.0,17.0
11,7.299999999999991,2018-8-2 23:31:50,81.0,82.0,-13.0,16.0
12,7.299999999999991,2018-8-2 23:31:50,86.0,81.0,5.0,-1.0
13,7.299999999999991,2018-8-2 23:31:50,97.0,77.0,11.0,-4.0
14,7.299999999999991,2018-8-2 23:31:50,85.0,65.0,-12.0,-12.0
15,7.299999999999991,2018-8-2 23:31:50,83.0,73.0,-2.0,8.0
16,7.299999999999991,2018-8-2 23:31:50,78.0,52.0,-5.0,-21.0
17,7.299999999999991,2018-8-2 23:31:50,75.0,83.0,-3.0,31.0
18,7.299999999999991,2018-8-2 23:31:50,72.0,87.0,-3.0,4.0
19,7.299999999999991,2018-8-2 23:31:50,72.0,73.0,0.0,-14.0
