,point,date,opt1,opt2,diff_opt1,diff_opt2
0,8.399999999999988,2018-8-3 6:1:40,82.0,78.0,0.0,0.0
1,8.399999999999988,2018-8-3 6:1:40,87.0,65.0,5.0,-13.0
2,8.399999999999988,2018-8-3 6:1:40,88.0,51.0,1.0,-14.0
3,8.399999999999988,2018-8-3 6:1:40,76.0,63.0,-12.0,12.0
4,8.399999999999988,2018-8-3 6:1:40,87.0,73.0,11.0,10.0
5,8.399999999999988,2018-8-3 6:1:40,88.0,50.0,1.0,-23.0
6,8.399999999999988,2018-8-3 6:1:40,90.0,62.0,2.0,12.0
7,8.399999999999988,2018-8-3 6:1:40,91.0,75.0,1.0,13.0
8,8.399999999999988,2018-8-3 6:1:40,90.0,79.0,-1.0,4.0
9,8.399999999999988,2018-8-3 6:1:40,93.0,74.0,3.0,-5.0
10,8.399999999999988,2018-8-3 6:1:40,97.0,85.0,4.0,11.0
11,8.399999999999988,2018-8-3 6:1:40,82.0,79.0,-15.0,-6.0
12,8.399999999999988,2018-8-3 6:1:40,86.0,54.0,4.0,-25.0
13,8.399999999999988,2018-8-3 6:1:40,75.0,58.0,-11.0,4.0
14,8.399999999999988,2018-8-3 6:1:40,72.0,72.0,-3.0,14.0
15,8.399999999999988,2018-8-3 6:1:40,96.0,85.0,24.0,13.0
16,8.399999999999988,2018-8-3 6:1:40,89.0,77.0,-7.0,-8.0
17,8.399999999999988,2018-8-3 6:1:40,95.0,67.0,6.0,-10.0
18,8.399999999999988,2018-8-3 6:1:40,78.0,68.0,-17.0,1.0
19,8.399999999999988,2018-8-3 6:1:40,69.0,74.0,-9.0,6.0
