,point,date,opt1,opt2,diff_opt1,diff_opt2
0,3.500000000000002,2018-8-2 4:31:30,92.0,82.0,0.0,0.0
1,3.500000000000002,2018-8-2 4:31:30,89.0,86.0,-3.0,4.0
2,3.500000000000002,2018-8-2 4:31:30,77.0,52.0,-12.0,-34.0
3,3.500000000000002,2018-8-2 4:31:30,87.0,61.0,10.0,9.0
4,3.500000000000002,2018-8-2 4:31:30,72.0,80.0,-15.0,19.0
5,3.500000000000002,2018-8-2 4:31:30,72.0,83.0,0.0,3.0
6,3.500000000000002,2018-8-2 4:31:30,72.0,88.0,0.0,5.0
7,3.500000000000002,2018-8-2 4:31:30,91.0,77.0,19.0,-11.0
8,3.500000000000002,2018-8-2 4:31:30,94.0,69.0,3.0,-8.0
9,3.500000000000002,2018-8-2 4:31:30,71.0,76.0,-23.0,7.0
10,3.500000000000002,2018-8-2 4:31:30,82.0,77.0,11.0,1.0
11,3.500000000000002,2018-8-2 4:31:30,91.0,79.0,9.0,2.0
12,3.500000000000002,2018-8-2 4:31:30,89.0,76.0,-2.0,-3.0
13,3.500000000000002,2018-8-2 4:31:30,71.0,55.0,-18.0,-21.0
14,3.500000000000002,2018-8-2 4:31:30,71.0,74.0,0.0,19.0
15,3.500000000000002,2018-8-2 4:31:30,93.0,86.0,22.0,12.0
16,3.500000000000002,2018-8-2 4:31:30,93.0,84.0,0.0,-2.0
17,3.500000000000002,2018-8-2 4:31:30,89.0,87.0,-4.0,3.0
18,3.500000000000002,2018-8-2 4:31:30,84.0,81.0,-5.0,-6.0
19,3.500000000000002,2018-8-2 4:31:30,84.0,59.0,0.0,-22.0
