,point,date,opt1,opt2,diff_opt1,diff_opt2
0,8.299999999999988,2018-8-3 5:31:30,94.0,76.0,0.0,0.0
1,8.299999999999988,2018-8-3 5:31:30,85.0,59.0,-9.0,-17.0
2,8.299999999999988,2018-8-3 5:31:30,76.0,65.0,-9.0,6.0
3,8.299999999999988,2018-8-3 5:31:30,77.0,52.0,1.0,-13.0
4,8.299999999999988,2018-8-3 5:31:30,85.0,60.0,8.0,8.0
5,8.299999999999988,2018-8-3 5:31:30,85.0,59.0,0.0,-1.0
6,8.299999999999988,2018-8-3 5:31:30,85.0,67.0,0.0,8.0
7,8.299999999999988,2018-8-3 5:31:30,79.0,58.0,-6.0,-9.0
8,8.299999999999988,2018-8-3 5:31:30,69.0,66.0,-10.0,8.0
9,8.299999999999988,2018-8-3 5:31:30,92.0,72.0,23.0,6.0
10,8.299999999999988,2018-8-3 5:31:30,70.0,54.0,-22.0,-18.0
11,8.299999999999988,2018-8-3 5:31:30,94.0,79.0,24.0,25.0
12,8.299999999999988,2018-8-3 5:31:30,85.0,79.0,-9.0,0.0
13,8.299999999999988,2018-8-3 5:31:30,71.0,56.0,-14.0,-23.0
14,8.299999999999988,2018-8-3 5:31:30,91.0,61.0,20.0,5.0
15,8.299999999999988,2018-8-3 5:31:30,93.0,57.0,2.0,-4.0
16,8.299999999999988,2018-8-3 5:31:30,75.0,67.0,-18.0,10.0
17,8.299999999999988,2018-8-3 5:31:30,80.0,74.0,5.0,7.0
18,8.299999999999988,2018-8-3 5:31:30,78.0,60.0,-2.0,-14.0
19,8.299999999999988,2018-8-3 5:31:30,83.0,82.0,5.0,22.0
