,point,date,opt1,opt2,diff_opt1,diff_opt2
0,2.000000000000001,2018-8-1 20:1:0,94.0,54.0,0.0,0.0
1,2.000000000000001,2018-8-1 20:1:0,72.0,60.0,-22.0,6.0
2,2.000000000000001,2018-8-1 20:1:0,97.0,70.0,25.0,10.0
3,2.000000000000001,2018-8-1 20:1:0,93.0,64.0,-4.0,-6.0
4,2.000000000000001,2018-8-1 20:1:0,90.0,60.0,-3.0,-4.0
5,2.000000000000001,2018-8-1 20:1:0,73.0,74.0,-17.0,14.0
6,2.000000000000001,2018-8-1 20:1:0,70.0,84.0,-3.0,10.0
7,2.000000000000001,2018-8-1 20:1:0,76.0,76.0,6.0,-8.0
8,2.000000000000001,2018-8-1 20:1:0,70.0,68.0,-6.0,-8.0
9,2.000000000000001,2018-8-1 20:1:0,81.0,83.0,11.0,15.0
10,2.000000000000001,2018-8-1 20:1:0,91.0,79.0,10.0,-4.0
11,2.000000000000001,2018-8-1 20:1:0,82.0,77.0,-9.0,-2.0
12,2.000000000000001,2018-8-1 20:1:0,86.0,66.0,4.0,-11.0
13,2.000000000000001,2018-8-1 20:1:0,98.0,85.0,12.0,19.0
14,2.000000000000001,2018-8-1 20:1:0,86.0,66.0,-12.0,-19.0
15,2.000000000000001,2018-8-1 20:1:0,99.0,59.0,13.0,-7.0
16,2.000000000000001,2018-8-1 20:1:0,82.0,80.0,-17.0,21.0
17,2.000000000000001,2018-8-1 20:1:0,72.0,81.0,-10.0,1.0
18,2.000000000000001,2018-8-1 20:1:0,73.0,83.0,1.0,2.0
19,2.000000000000001,2018-8-1 20:1:0,84.0,68.0,11.0,-15.0
