,point,date,opt1,opt2,diff_opt1,diff_opt2
0,9.099999999999985,2018-8-3 9:31:50,70.0,57.0,0.0,0.0
1,9.099999999999985,2018-8-3 9:31:50,94.0,68.0,24.0,11.0
2,9.099999999999985,2018-8-3 9:31:50,81.0,63.0,-13.0,-5.0
3,9.099999999999985,2018-8-3 9:31:50,89.0,70.0,8.0,7.0
4,9.099999999999985,2018-8-3 9:31:50,92.0,68.0,3.0,-2.0
5,9.099999999999985,2018-8-3 9:31:50,96.0,84.0,4.0,16.0
6,9.099999999999985,2018-8-3 9:31:50,83.0,72.0,-13.0,-12.0
7,9.099999999999985,2018-8-3 9:31:50,77.0,81.0,-6.0,9.0
8,9.099999999999985,2018-8-3 9:31:50,74.0,49.0,-3.0,-32.0
9,9.099999999999985,2018-8-3 9:31:50,96.0,55.0,22.0,6.0
10,9.099999999999985,2018-8-3 9:31:50,89.0,89.0,-7.0,34.0
11,9.099999999999985,2018-8-3 9:31:50,97.0,85.0,8.0,-4.0
12,9.099999999999985,2018-8-3 9:31:50,77.0,68.0,-20.0,-17.0
13,9.099999999999985,2018-8-3 9:31:50,72.0,58.0,-5.0,-10.0
14,9.099999999999985,2018-8-3 9:31:50,75.0,57.0,3.0,-1.0
15,9.099999999999985,2018-8-3 9:31:50,99.0,65.0,24.0,8.0
16,9.099999999999985,2018-8-3 9:31:50,89.0,87.0,-10.0,22.0
17,9.099999999999985,2018-8-3 9:31:50,79.0,74.0,-10.0,-13.0
18,9.099999999999985,2018-8-3 9:31:50,88.0,51.0,9.0,-23.0
19,9.099999999999985,2018-8-3 9:31:50,91.0,63.0,3.0,12.0
