,point,date,opt1,opt2,diff_opt1,diff_opt2
0,8.799999999999986,2018-8-3 8:1:20,93.0,57.0,0.0,0.0
1,8.799999999999986,2018-8-3 8:1:20,77.0,85.0,-16.0,28.0
2,8.799999999999986,2018-8-3 8:1:20,85.0,88.0,8.0,3.0
3,8.799999999999986,2018-8-3 8:1:20,80.0,50.0,-5.0,-38.0
4,8.799999999999986,2018-8-3 8:1:20,76.0,78.0,-4.0,28.0
5,8.799999999999986,2018-8-3 8:1:20,97.0,50.0,21.0,-28.0
6,8.799999999999986,2018-8-3 8:1:20,95.0,71.0,-2.0,21.0
7,8.799999999999986,2018-8-3 8:1:20,82.0,62.0,-13.0,-9.0
8,8.799999999999986,2018-8-3 8:1:20,73.0,50.0,-9.0,-12.0
9,8.799999999999986,2018-8-3 8:1:20,84.0,58.0,11.0,8.0
10,8.799999999999986,2018-8-3 8:1:20,92.0,56.0,8.0,-2.0
11,8.799999999999986,2018-8-3 8:1:20,82.0,67.0,-10.0,11.0
12,8.799999999999986,2018-8-3 8:1:20,82.0,58.0,0.0,-9.0
13,8.799999999999986,2018-8-3 8:1:20,91.0,85.0,9.0,27.0
14,8.799999999999986,2018-8-3 8:1:20,90.0,71.0,-1.0,-14.0
15,8.799999999999986,2018-8-3 8:1:20,87.0,53.0,-3.0,-18.0
16,8.799999999999986,2018-8-3 8:1:20,95.0,61.0,8.0,8.0
17,8.799999999999986,2018-8-3 8:1:20,91.0,67.0,-4.0,6.0
18,8.799999999999986,2018-8-3 8:1:20,94.0,76.0,3.0,9.0
19,8.799999999999986,2018-8-3 8:1:20,83.0,75.0,-11.0,-1.0
