,point,date,opt1,opt2,diff_opt1,diff_opt2
0,6.2999999999999945,2018-8-2 18:31:10,75.0,79.0,0.0,0.0
1,6.2999999999999945,2018-8-2 18:31:10,86.0,69.0,11.0,-10.0
2,6.2999999999999945,2018-8-2 18:31:10,87.0,87.0,1.0,18.0
3,6.2999999999999945,2018-8-2 18:31:10,96.0,71.0,9.0,-16.0
4,6.2999999999999945,2018-8-2 18:31:10,72.0,83.0,-24.0,12.0
5,6.2999999999999945,2018-8-2 18:31:10,69.0,67.0,-3.0,-16.0
6,6.2999999999999945,2018-8-2 18:31:10,90.0,88.0,21.0,21.0
7,6.2999999999999945,2018-8-2 18:31:10,85.0,80.0,-5.0,-8.0
8,6.2999999999999945,2018-8-2 18:31:10,97.0,55.0,12.0,-25.0
9,6.2999999999999945,2018-8-2 18:31:10,99.0,89.0,2.0,34.0
10,6.2999999999999945,2018-8-2 18:31:10,76.0,76.0,-23.0,-13.0
11,6.2999999999999945,2018-8-2 18:31:10,95.0,67.0,19.0,-9.0
12,6.2999999999999945,2018-8-2 18:31:10,78.0,69.0,-17.0,2.0
13,6.2999999999999945,2018-8-2 18:31:10,70.0,85.0,-8.0,16.0
14,6.2999999999999945,2018-8-2 18:31:10,98.0,83.0,28.0,-2.0
15,6.2999999999999945,2018-8-2 18:31:10,95.0,49.0,-3.0,-34.0
16,6.2999999999999945,2018-8-2 18:31:10,94.0,76.0,-1.0,27.0
17,6.2999999999999945,2018-8-2 18:31:10,89.0,89.0,-5.0,13.0
18,6.2999999999999945,2018-8-2 18:31:10,73.0,89.0,-16.0,0.0
19,6.2999999999999945,2018-8-2 18:31:10,93.0,73.0,20.0,-16.0
