,point,date,opt1,opt2,diff_opt1,diff_opt2
0,6.499999999999994,2018-8-2 19:31:30,94.0,75.0,0.0,0.0
1,6.499999999999994,2018-8-2 19:31:30,97.0,62.0,3.0,-13.0
2,6.499999999999994,2018-8-2 19:31:30,96.0,68.0,-1.0,6.0
3,6.499999999999994,2018-8-2 19:31:30,95.0,77.0,-1.0,9.0
4,6.499999999999994,2018-8-2 19:31:30,86.0,58.0,-9.0,-19.0
5,6.499999999999994,2018-8-2 19:31:30,89.0,74.0,3.0,16.0
6,6.499999999999994,2018-8-2 19:31:30,88.0,78.0,-1.0,4.0
7,6.499999999999994,2018-8-2 19:31:30,84.0,67.0,-4.0,-11.0
8,6.499999999999994,2018-8-2 19:31:30,70.0,52.0,-14.0,-15.0
9,6.499999999999994,2018-8-2 19:31:30,99.0,68.0,29.0,16.0
10,6.499999999999994,2018-8-2 19:31:30,86.0,67.0,-13.0,-1.0
11,6.499999999999994,2018-8-2 19:31:30,85.0,73.0,-1.0,6.0
12,6.499999999999994,2018-8-2 19:31:30,96.0,64.0,11.0,-9.0
13,6.499999999999994,2018-8-2 19:31:30,93.0,50.0,-3.0,-14.0
14,6.499999999999994,2018-8-2 19:31:30,89.0,75.0,-4.0,25.0
15,6.499999999999994,2018-8-2 19:31:30,84.0,84.0,-5.0,9.0
16,6.499999999999994,2018-8-2 19:31:30,74.0,58.0,-10.0,-26.0
17,6.499999999999994,2018-8-2 19:31:30,90.0,69.0,16.0,11.0
18,6.499999999999994,2018-8-2 19:31:30,97.0,51.0,7.0,-18.0
19,6.499999999999994,2018-8-2 19:31:30,91.0,54.0,-6.0,3.0
