,point,date,opt1,opt2,diff_opt1,diff_opt2
0,1.7000000000000006,2018-8-1 18:31:30,97.0,84.0,0.0,0.0
1,1.7000000000000006,2018-8-1 18:31:30,79.0,78.0,-18.0,-6.0
2,1.7000000000000006,2018-8-1 18:31:30,89.0,72.0,10.0,-6.0
3,1.7000000000000006,2018-8-1 18:31:30,81.0,49.0,-8.0,-23.0
4,1.7000000000000006,2018-8-1 18:31:30,82.0,80.0,1.0,31.0
5,1.7000000000000006,2018-8-1 18:31:30,71.0,86.0,-11.0,6.0
6,1.7000000000000006,2018-8-1 18:31:30,81.0,81.0,10.0,-5.0
7,1.7000000000000006,2018-8-1 18:31:30,86.0,59.0,5.0,-22.0
8,1.7000000000000006,2018-8-1 18:31:30,84.0,51.0,-2.0,-8.0
9,1.7000000000000006,2018-8-1 18:31:30,73.0,68.0,-11.0,17.0
10,1.7000000000000006,2018-8-1 18:31:30,74.0,69.0,1.0,1.0
11,1.7000000000000006,2018-8-1 18:31:30,95.0,87.0,21.0,18.0
12,1.7000000000000006,2018-8-1 18:31:30,98.0,74.0,3.0,-13.0
13,1.7000000000000006,2018-8-1 18:31:30,84.0,59.0,-14.0,-15.0
14,1.7000000000000006,2018-8-1 18:31:30,82.0,53.0,-2.0,-6.0
15,1.7000000000000006,2018-8-1 18:31:30,87.0,72.0,5.0,19.0
16,1.7000000000000006,2018-8-1 18:31:30,79.0,84.0,-8.0,12.0
17,1.7000000000000006,2018-8-1 18:31:30,85.0,62.0,6.0,-22.0
18,1.7000000000000006,2018-8-1 18:31:30,73.0,59.0,-12.0,-3.0
19,1.7000000000000006,2018-8-1 18:31:30,86.0,87.0,13.0,28.0
