,point,date,opt1,opt2,diff_opt1,diff_opt2
0,6.599999999999993,2018-8-2 20:1:40,94.0,75.0,0.0,0.0
1,6.599999999999993,2018-8-2 20:1:40,81.0,88.0,-13.0,13.0
2,6.599999999999993,2018-8-2 20:1:40,96.0,77.0,15.0,-11.0
3,6.599999999999993,2018-8-2 20:1:40,79.0,66.0,-17.0,-11.0
4,6.599999999999993,2018-8-2 20:1:40,86.0,81.0,7.0,15.0
5,6.599999999999993,2018-8-2 20:1:40,89.0,52.0,3.0,-29.0
6,6.599999999999993,2018-8-2 20:1:40,98.0,88.0,9.0,36.0
7,6.599999999999993,2018-8-2 20:1:40,76.0,56.0,-22.0,-32.0
8,6.599999999999993,2018-8-2 20:1:40,69.0,68.0,-7.0,12.0
9,6.599999999999993,2018-8-2 20:1:40,76.0,67.0,7.0,-1.0
10,6.599999999999993,2018-8-2 20:1:40,86.0,86.0,10.0,19.0
11,6.599999999999993,2018-8-2 20:1:40,96.0,64.0,10.0,-22.0
12,6.599999999999993,2018-8-2 20:1:40,81.0,83.0,-15.0,19.0
13,6.599999999999993,2018-8-2 20:1:40,78.0,87.0,-3.0,4.0
14,6.599999999999993,2018-8-2 20:1:40,70.0,83.0,-8.0,-4.0
15,6.599999999999993,2018-8-2 20:1:40,72.0,73.0,2.0,-10.0
16,6.599999999999993,2018-8-2 20:1:40,70.0,61.0,-2.0,-12.0
17,6.599999999999993,2018-8-2 20:1:40,78.0,89.0,8.0,28.0
18,6.599999999999993,2018-8-2 20:1:40,81.0,78.0,3.0,-11.0
19,6.599999999999993,2018-8-2 20:1:40,99.0,89.0,18.0,11.0
