,point,date,opt1,opt2,diff_opt1,diff_opt2
0,3.7000000000000024,2018-8-2 5:31:50,94.0,77.0,0.0,0.0
1,3.7000000000000024,2018-8-2 5:31:50,91.0,68.0,-3.0,-9.0
2,3.7000000000000024,2018-8-2 5:31:50,72.0,75.0,-19.0,7.0
3,3.7000000000000024,2018-8-2 5:31:50,72.0,75.0,0.0,0.0
4,3.7000000000000024,2018-8-2 5:31:50,85.0,65.0,13.0,-10.0
5,3.7000000000000024,2018-8-2 5:31:50,88.0,66.0,3.0,1.0
6,3.7000000000000024,2018-8-2 5:31:50,89.0,56.0,1.0,-10.0
7,3.7000000000000024,2018-8-2 5:31:50,82.0,67.0,-7.0,11.0
8,3.7000000000000024,2018-8-2 5:31:50,83.0,59.0,1.0,-8.0
9,3.7000000000000024,2018-8-2 5:31:50,85.0,75.0,2.0,16.0
10,3.7000000000000024,2018-8-2 5:31:50,97.0,58.0,12.0,-17.0
11,3.7000000000000024,2018-8-2 5:31:50,86.0,65.0,-11.0,7.0
12,3.7000000000000024,2018-8-2 5:31:50,92.0,49.0,6.0,-16.0
13,3.7000000000000024,2018-8-2 5:31:50,75.0,84.0,-17.0,35.0
14,3.7000000000000024,2018-8-2 5:31:50,87.0,68.0,12.0,-16.0
15,3.7000000000000024,2018-8-2 5:31:50,96.0,62.0,9.0,-6.0
16,3.7000000000000024,2018-8-2 5:31:50,75.0,75.0,-21.0,13.0
17,3.7000000000000024,2018-8-2 5:31:50,90.0,55.0,15.0,-20.0
18,3.7000000000000024,2018-8-2 5:31:50,70.0,54.0,-20.0,-1.0
19,3.7000000000000024,2018-8-2 5:31:50,78.0,50.0,8.0,-4.0
