,point,date,opt1,opt2,diff_opt1,diff_opt2
0,9.599999999999984,2018-8-3 12:1:40,85.0,68.0,0.0,0.0
1,9.599999999999984,2018-8-3 12:1:40,87.0,70.0,2.0,2.0
2,9.599999999999984,2018-8-3 12:1:40,94.0,86.0,7.0,16.0
3,9.599999999999984,2018-8-3 12:1:40,95.0,62.0,1.0,-24.0
4,9.599999999999984,2018-8-3 12:1:40,80.0,81.0,-15.0,19.0
5,9.599999999999984,2018-8-3 12:1:40,86.0,67.0,6.0,-14.0
6,9.599999999999984,2018-8-3 12:1:40,78.0,58.0,-8.0,-9.0
7,9.599999999999984,2018-8-3 12:1:40,85.0,89.0,7.0,31.0
8,9.599999999999984,2018-8-3 12:1:40,89.0,61.0,4.0,-28.0
9,9.599999999999984,2018-8-3 12:1:40,79.0,71.0,-10.0,10.0
10,9.599999999999984,2018-8-3 12:1:40,94.0,69.0,15.0,-2.0
11,9.599999999999984,2018-8-3 12:1:40,94.0,83.0,0.0,14.0
12,9.599999999999984,2018-8-3 12:1:40,80.0,58.0,-14.0,-25.0
13,9.599999999999984,2018-8-3 12:1:40,94.0,50.0,14.0,-8.0
14,9.599999999999984,2018-8-3 12:1:40,88.0,84.0,-6.0,34.0
15,9.599999999999984,2018-8-3 12:1:40,82.0,62.0,-6.0,-22.0
16,9.599999999999984,2018-8-3 12:1:40,79.0,80.0,-3.0,18.0
17,9.599999999999984,2018-8-3 12:1:40,77.0,50.0,-2.0,-30.0
18,9.599999999999984,2018-8-3 12:1:40,77.0,81.0,0.0,31.0
19,9.599999999999984,2018-8-3 12:1:40,75.0,61.0,-2.0,-20.0
