,point,date,opt1,opt2,diff_opt1,diff_opt2
0,5.899999999999996,2018-8-2 16:31:30,94.0,68.0,0.0,0.0
1,5.899999999999996,2018-8-2 16:31:30,91.0,84.0,-3.0,16.0
2,5.899999999999996,2018-8-2 16:31:30,85.0,66.0,-6.0,-18.0
3,5.899999999999996,2018-8-2 16:31:30,79.0,78.0,-6.0,12.0
4,5.899999999999996,2018-8-2 16:31:30,70.0,82.0,-9.0,4.0
5,5.899999999999996,2018-8-2 16:31:30,99.0,74.0,29.0,-8.0
6,5.899999999999996,2018-8-2 16:31:30,85.0,86.0,-14.0,12.0
7,5.899999999999996,2018-8-2 16:31:30,77.0,49.0,-8.0,-37.0
8,5.899999999999996,2018-8-2 16:31:30,96.0,77.0,19.0,28.0
9,5.899999999999996,2018-8-2 16:31:30,69.0,54.0,-27.0,-23.0
10,5.899999999999996,2018-8-2 16:31:30,86.0,70.0,17.0,16.0
11,5.899999999999996,2018-8-2 16:31:30,92.0,64.0,6.0,-6.0
12,5.899999999999996,2018-8-2 16:31:30,76.0,89.0,-16.0,25.0
13,5.899999999999996,2018-8-2 16:31:30,96.0,62.0,20.0,-27.0
14,5.899999999999996,2018-8-2 16:31:30,84.0,62.0,-12.0,0.0
15,5.899999999999996,2018-8-2 16:31:30,80.0,67.0,-4.0,5.0
16,5.899999999999996,2018-8-2 16:31:30,99.0,49.0,19.0,-18.0
17,5.899999999999996,2018-8-2 16:31:30,95.0,64.0,-4.0,15.0
18,5.899999999999996,2018-8-2 16:31:30,91.0,72.0,-4.0,8.0
19,5.899999999999996,2018-8-2 16:31:30,69.0,86.0,-22.0,14.0
