,point,date,opt1,opt2,diff_opt1,diff_opt2
0,2.4000000000000012,2018-8-1 22:1:40,82.0,50.0,0.0,0.0
1,2.4000000000000012,2018-8-1 22:1:40,73.0,88.0,-9.0,38.0
2,2.4000000000000012,2018-8-1 22:1:40,87.0,75.0,14.0,-13.0
3,2.4000000000000012,2018-8-1 22:1:40,84.0,70.0,-3.0,-5.0
4,2.4000000000000012,2018-8-1 22:1:40,76.0,88.0,-8.0,18.0
5,2.4000000000000012,2018-8-1 22:1:40,96.0,55.0,20.0,-33.0
6,2.4000000000000012,2018-8-1 22:1:40,76.0,69.0,-20.0,14.0
7,2.4000000000000012,2018-8-1 22:1:40,95.0,73.0,19.0,4.0
8,2.4000000000000012,2018-8-1 22:1:40,93.0,71.0,-2.0,-2.0
9,2.4000000000000012,2018-8-1 22:1:40,86.0,77.0,-7.0,6.0
10,2.4000000000000012,2018-8-1 22:1:40,93.0,61.0,7.0,-16.0
11,2.4000000000000012,2018-8-1 22:1:40,92.0,75.0,-1.0,14.0
12,2.4000000000000012,2018-8-1 22:1:40,80.0,70.0,-12.0,-5.0
13,2.4000000000000012,2018-8-1 22:1:40,95.0,81.0,15.0,11.0
14,2.4000000000000012,2018-8-1 22:1:40,77.0,83.0,-18.0,2.0
15,2.4000000000000012,2018-8-1 22:1:40,82.0,56.0,5.0,-27.0
16,2.4000000000000012,2018-8-1 22:1:40,99.0,50.0,17.0,-6.0
17,2.4000000000000012,2018-8-1 22:1:40,92.0,68.0,-7.0,18.0
18,2.4000000000000012,2018-8-1 22:1:40,92.0,53.0,0.0,-15.0
19,2.4000000000000012,2018-8-1 22:1:40,94.0,89.0,2.0,36.0
