,point,date,opt1,opt2,diff_opt1,diff_opt2
0,5.799999999999996,2018-8-2 16:1:20,82.0,72.0,0.0,0.0
1,5.799999999999996,2018-8-2 16:1:20,81.0,69.0,-1.0,-3.0
2,5.799999999999996,2018-8-2 16:1:20,80.0,57.0,-1.0,-12.0
3,5.799999999999996,2018-8-2 16:1:20,78.0,53.0,-2.0,-4.0
4,5.799999999999996,2018-8-2 16:1:20,98.0,69.0,20.0,16.0
5,5.799999999999996,2018-8-2 16:1:20,69.0,67.0,-29.0,-2.0
6,5.799999999999996,2018-8-2 16:1:20,80.0,52.0,11.0,-15.0
7,5.799999999999996,2018-8-2 16:1:20,96.0,67.0,16.0,15.0
8,5.799999999999996,2018-8-2 16:1:20,71.0,67.0,-25.0,0.0
9,5.799999999999996,2018-8-2 16:1:20,87.0,83.0,16.0,16.0
10,5.799999999999996,2018-8-2 16:1:20,78.0,69.0,-9.0,-14.0
11,5.799999999999996,2018-8-2 16:1:20,82.0,63.0,4.0,-6.0
12,5.799999999999996,2018-8-2 16:1:20,77.0,68.0,-5.0,5.0
13,5.799999999999996,2018-8-2 16:1:20,88.0,82.0,11.0,14.0
14,5.799999999999996,2018-8-2 16:1:20,89.0,54.0,1.0,-28.0
15,5.799999999999996,2018-8-2 16:1:20,88.0,88.0,-1.0,34.0
16,5.799999999999996,2018-8-2 16:1:20,75.0,57.0,-13.0,-31.0
17,5.799999999999996,2018-8-2 16:1:20,71.0,52.0,-4.0,-5.0
18,5.799999999999996,2018-8-2 16:1:20,93.0,59.0,22.0,7.0
19,5.799999999999996,2018-8-2 16:1:20,82.0,59.0,-11.0,0.0
