,point,date,opt1,opt2,diff_opt1,diff_opt2
0,2.300000000000001,2018-8-1 21:31:30,79.0,86.0,0.0,0.0
1,2.300000000000001,2018-8-1 21:31:30,97.0,50.0,18.0,-36.0
2,2.300000000000001,2018-8-1 21:31:30,72.0,75.0,-25.0,25.0
3,2.300000000000001,2018-8-1 21:31:30,93.0,86.0,21.0,11.0
4,2.300000000000001,2018-8-1 21:31:30,86.0,74.0,-7.0,-12.0
5,2.300000000000001,2018-8-1 21:31:30,76.0,84.0,-10.0,10.0
6,2.300000000000001,2018-8-1 21:31:30,81.0,86.0,5.0,2.0
7,2.300000000000001,2018-8-1 21:31:30,69.0,83.0,-12.0,-3.0
8,2.300000000000001,2018-8-1 21:31:30,81.0,83.0,12.0,0.0
9,2.300000000000001,2018-8-1 21:31:30,96.0,52.0,15.0,-31.0
10,2.300000000000001,2018-8-1 21:31:30,89.0,78.0,-7.0,26.0
11,2.300000000000001,2018-8-1 21:31:30,97.0,62.0,8.0,-16.0
12,2.300000000000001,2018-8-1 21:31:30,71.0,67.0,-26.0,5.0
13,2.300000000000001,2018-8-1 21:31:30,69.0,61.0,-2.0,-6.0
14,2.300000000000001,2018-8-1 21:31:30,76.0,75.0,7.0,14.0
15,2.300000000000001,2018-8-1 21:31:30,75.0,81.0,-1.0,6.0
16,2.300000000000001,2018-8-1 21:31:30,83.0,57.0,8.0,-24.0
17,2.300000000000001,2018-8-1 21:31:30,86.0,74.0,3.0,17.0
18,2.300000000000001,2018-8-1 21:31:30,93.0,74.0,7.0,0.0
19,2.300000000000001,2018-8-1 21:31:30,81.0,62.0,-12.0,-12.0
