,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.400000000000001,2018-8-2 9:1:0,95.0,83.0,0.0,0.0
1,4.400000000000001,2018-8-2 9:1:0,76.0,61.0,-19.0,-22.0
2,4.400000000000001,2018-8-2 9:1:0,85.0,70.0,9.0,9.0
3,4.400000000000001,2018-8-2 9:1:0,71.0,64.0,-14.0,-6.0
4,4.400000000000001,2018-8-2 9:1:0,71.0,84.0,0.0,20.0
5,4.400000000000001,2018-8-2 9:1:0,85.0,66.0,14.0,-18.0
6,4.400000000000001,2018-8-2 9:1:0,75.0,68.0,-10.0,2.0
7,4.400000000000001,2018-8-2 9:1:0,70.0,88.0,-5.0,20.0
8,4.400000000000001,2018-8-2 9:1:0,99.0,56.0,29.0,-32.0
9,4.400000000000001,2018-8-2 9:1:0,88.0,73.0,-11.0,17.0
10,4.400000000000001,2018-8-2 9:1:0,94.0,62.0,6.0,-11.0
11,4.400000000000001,2018-8-2 9:1:0,85.0,66.0,-9.0,4.0
12,4.400000000000001,2018-8-2 9:1:0,83.0,76.0,-2.0,10.0
13,4.400000000000001,2018-8-2 9:1:0,77.0,81.0,-6.0,5.0
14,4.400000000000001,2018-8-2 9:1:0,88.0,81.0,11.0,0.0
15,4.400000000000001,2018-8-2 9:1:0,92.0,66.0,4.0,-15.0
16,4.400000000000001,2018-8-2 9:1:0,85.0,50.0,-7.0,-16.0
17,4.400000000000001,2018-8-2 9:1:0,95.0,54.0,10.0,4.0
18,4.400000000000001,2018-8-2 9:1:0,97.0,84.0,2.0,30.0
19,4.400000000000001,2018-8-2 9:1:0,84.0,66.0,-13.0,-18.0
