,point,date,opt1,opt2,diff_opt1,diff_opt2
0,8.999999999999986,2018-8-3 9:1:40,77.0,73.0,0.0,0.0
1,8.999999999999986,2018-8-3 9:1:40,79.0,78.0,2.0,5.0
2,8.999999999999986,2018-8-3 9:1:40,83.0,84.0,4.0,6.0
3,8.999999999999986,2018-8-3 9:1:40,78.0,54.0,-5.0,-30.0
4,8.999999999999986,2018-8-3 9:1:40,72.0,57.0,-6.0,3.0
5,8.999999999999986,2018-8-3 9:1:40,95.0,65.0,23.0,8.0
6,8.999999999999986,2018-8-3 9:1:40,73.0,87.0,-22.0,22.0
7,8.999999999999986,2018-8-3 9:1:40,92.0,65.0,19.0,-22.0
8,8.999999999999986,2018-8-3 9:1:40,70.0,88.0,-22.0,23.0
9,8.999999999999986,2018-8-3 9:1:40,79.0,59.0,9.0,-29.0
10,8.999999999999986,2018-8-3 9:1:40,96.0,60.0,17.0,1.0
11,8.999999999999986,2018-8-3 9:1:40,69.0,61.0,-27.0,1.0
12,8.999999999999986,2018-8-3 9:1:40,78.0,68.0,9.0,7.0
13,8.999999999999986,2018-8-3 9:1:40,82.0,79.0,4.0,11.0
14,8.999999999999986,2018-8-3 9:1:40,70.0,51.0,-12.0,-28.0
15,8.999999999999986,2018-8-3 9:1:40,92.0,80.0,22.0,29.0
16,8.999999999999986,2018-8-3 9:1:40,77.0,79.0,-15.0,-1.0
17,8.999999999999986,2018-8-3 9:1:40,69.0,76.0,-8.0,-3.0
18,8.999999999999986,2018-8-3 9:1:40,91.0,68.0,22.0,-8.0
19,8.999999999999986,2018-8-3 9:1:40,79.0,85.0,-12.0,17.0
