,point,date,opt1,opt2,diff_opt1,diff_opt2
0,4.100000000000002,2018-8-2 7:31:30,74.0,75.0,0.0,0.0
1,4.100000000000002,2018-8-2 7:31:30,86.0,62.0,12.0,-13.0
2,4.100000000000002,2018-8-2 7:31:30,75.0,49.0,-11.0,-13.0
3,4.100000000000002,2018-8-2 7:31:30,86.0,81.0,11.0,32.0
4,4.100000000000002,2018-8-2 7:31:30,89.0,51.0,3.0,-30.0
5,4.100000000000002,2018-8-2 7:31:30,89.0,82.0,0.0,31.0
6,4.100000000000002,2018-8-2 7:31:30,70.0,61.0,-19.0,-21.0
7,4.100000000000002,2018-8-2 7:31:30,75.0,56.0,5.0,-5.0
8,4.100000000000002,2018-8-2 7:31:30,73.0,55.0,-2.0,-1.0
9,4.100000000000002,2018-8-2 7:31:30,99.0,53.0,26.0,-2.0
10,4.100000000000002,2018-8-2 7:31:30,73.0,53.0,-26.0,0.0
11,4.100000000000002,2018-8-2 7:31:30,86.0,49.0,13.0,-4.0
12,4.100000000000002,2018-8-2 7:31:30,87.0,54.0,1.0,5.0
13,4.100000000000002,2018-8-2 7:31:30,71.0,58.0,-16.0,4.0
14,4.100000000000002,2018-8-2 7:31:30,81.0,80.0,10.0,22.0
15,4.100000000000002,2018-8-2 7:31:30,90.0,66.0,9.0,-14.0
16,4.100000000000002,2018-8-2 7:31:30,88.0,61.0,-2.0,-5.0
17,4.100000000000002,2018-8-2 7:31:30,83.0,75.0,-5.0,14.0
18,4.100000000000002,2018-8-2 7:31:30,77.0,52.0,-6.0,-23.0
19,4.100000000000002,2018-8-2 7:31:30,78.0,62.0,1.0,10.0
