,point,date,opt1,opt2,diff_opt1,diff_opt2
0,3.8000000000000025,2018-8-2 6:1:0,90.0,68.0,0.0,0.0
1,3.8000000000000025,2018-8-2 6:1:0,86.0,78.0,-4.0,10.0
2,3.8000000000000025,2018-8-2 6:1:0,81.0,66.0,-5.0,-12.0
3,3.8000000000000025,2018-8-2 6:1:0,79.0,89.0,-2.0,23.0
4,3.8000000000000025,2018-8-2 6:1:0,80.0,71.0,1.0,-18.0
5,3.8000000000000025,2018-8-2 6:1:0,71.0,50.0,-9.0,-21.0
6,3.8000000000000025,2018-8-2 6:1:0,82.0,81.0,11.0,31.0
7,3.8000000000000025,2018-8-2 6:1:0,83.0,89.0,1.0,8.0
8,3.8000000000000025,2018-8-2 6:1:0,69.0,78.0,-14.0,-11.0
9,3.8000000000000025,2018-8-2 6:1:0,91.0,77.0,22.0,-1.0
10,3.8000000000000025,2018-8-2 6:1:0,84.0,52.0,-7.0,-25.0
11,3.8000000000000025,2018-8-2 6:1:0,83.0,76.0,-1.0,24.0
12,3.8000000000000025,2018-8-2 6:1:0,77.0,50.0,-6.0,-26.0
13,3.8000000000000025,2018-8-2 6:1:0,95.0,84.0,18.0,34.0
14,3.8000000000000025,2018-8-2 6:1:0,95.0,74.0,0.0,-10.0
15,3.8000000000000025,2018-8-2 6:1:0,84.0,51.0,-11.0,-23.0
16,3.8000000000000025,2018-8-2 6:1:0,75.0,69.0,-9.0,18.0
17,3.8000000000000025,2018-8-2 6:1:0,99.0,73.0,24.0,4.0
18,3.8000000000000025,2018-8-2 6:1:0,99.0,53.0,0.0,-20.0
19,3.8000000000000025,2018-8-2 6:1:0,88.0,53.0,-11.0,0.0
